"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"the bird and the bee","Avery","F","30","Watkins","229.32853","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Baby","30"
"Lonnie Gordon","Mohammad","M","15","Rodriguez","181.21098","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","88"
"Five Iron Frenzy","Emily","F","14","Benson","236.09424","paid","Augusta-Richmond County, GA-SC","852","Canada","58"
"Epidemic","Avery","F","31","Watkins","198.89587","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Walk Away (Single/LP Version)","30"
"BjÃÂ¶rk","Mohammad","M","16","Rodriguez","348.57751","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Undo","88"
"TV On The Radio","Emily","F","15","Benson","336.48281","paid","Augusta-Richmond County, GA-SC","852","Love Dog","58"
"Prince & The Revolution","Avery","F","32","Watkins","227.65669","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Kiss (LP Version)","30"
"Paramore","Mohammad","M","17","Rodriguez","267.65016","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Only Exception (Album Version)","88"
"LÃÂ©o FerrÃÂ©","Emily","F","16","Benson","144.53506","paid","Augusta-Richmond County, GA-SC","852","Le Vin De L'Assassin","58"
"No Te Va Gustar","Emily","F","17","Benson","206.99383","paid","Augusta-Richmond County, GA-SC","852","Dejame Bailar","58"
"Kid Cudi / MGMT / Ratatat","Mohammad","M","18","Rodriguez","295.67955","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Pursuit Of Happiness (nightmare)","88"
"Clementina De Jesus","Emily","F","18","Benson","126.58893","paid","Augusta-Richmond County, GA-SC","852","Madrugada","58"
"Guano Apes","Emily","F","19","Benson","273.26649","paid","Augusta-Richmond County, GA-SC","852","Living In A Lie","58"
"Dizmas","Mohammad","M","19","Rodriguez","228.85832","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Night Divine (On A Search In America Album Version)","88"
"Justin Bieber","Mohammad","M","20","Rodriguez","264.35873","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Never Let You Go","88"
"Mark Ronson","Emily","F","20","Benson","238.73261","paid","Augusta-Richmond County, GA-SC","852","Diduntdidunt (featuring Saigon) (Amended Version)","58"
"Betty Carter","Mohammad","M","21","Rodriguez","118.282","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Look No Further","88"
"JosÃÂ© Gonzalez","Emily","F","21","Benson","158.48444","paid","Augusta-Richmond County, GA-SC","852","Heartbeats","58"
"Chris Brown","Mohammad","M","22","Rodriguez","252.05506","paid","Sacramento--Roseville--Arden-Arcade, CA","812","With You","88"
"Elton John","Emily","F","22","Benson","417.01832","paid","Augusta-Richmond County, GA-SC","852","Song For Guy","58"
"Florence + The Machine","Mohammad","M","23","Rodriguez","290.48118","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Rabbit Heart (Raise It Up)","88"
"Moca","Lily","F","0","Burns","305.05751","free","New York-Newark-Jersey City, NY-NJ-PA","885","Latein","32"
"Flogging Molly","Emily","F","24","Benson","333.53098","paid","Augusta-Richmond County, GA-SC","852","What's Left of the Flag","58"
"Carly Simon","Mohammad","M","24","Rodriguez","195.39546","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Boys In The Trees (LP Version)","88"
"The Prodigy","Mohammad","M","25","Rodriguez","225.09669","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Firestarter","88"
"Slipknot","Lily","F","1","Burns","159.76444","free","New York-Newark-Jersey City, NY-NJ-PA","885","Spit It Out [Explicit]","32"
"Baroness","Emily","F","25","Benson","60.29016","paid","Augusta-Richmond County, GA-SC","852","Blackpowder Orchard","58"
"Ricchi E Poveri","Emily","F","26","Benson","256.13016","paid","Augusta-Richmond County, GA-SC","852","La Prima Cosa Bella","58"
"Linkin Park","Mohammad","M","27","Rodriguez","494.99383","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Bleed It Out [Live At Milton Keynes]","88"
"Ed Harcourt","Emily","F","27","Benson","257.74975","paid","Augusta-Richmond County, GA-SC","852","Rain On The Pretty Ones","58"
"India.Arie","Emily","F","28","Benson","326.76526","paid","Augusta-Richmond County, GA-SC","852","India'Song","58"
"Country Joe & The Fish","Mohammad","M","28","Rodriguez","294.76526","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Rockin Round The World","88"
"India.Arie","Emily","F","29","Benson","231.6273","paid","Augusta-Richmond County, GA-SC","852","Beautiful Flower","58"
"Sia","Mohammad","M","29","Rodriguez","208.61342","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Playground","88"
"FONZIE","Emily","F","30","Benson","254.56281","paid","Augusta-Richmond County, GA-SC","852","Wake Up Call","58"
"Phil Wickham","Mohammad","M","30","Rodriguez","273.03138","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Time Is Now","88"
"Two Door Cinema Club","Emily","F","31","Benson","168.09751","paid","Augusta-Richmond County, GA-SC","852","Undercover Martyn","58"
"T.I.","Mohammad","M","31","Rodriguez","263.02649","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Greatest [Featuring Mannie Fresh] (Amended Album Version)","88"
"Dominique A","Emily","F","32","Benson","153.20771","paid","Augusta-Richmond County, GA-SC","852","Le Courage Des Oiseaux","58"
"Angus & Julia Stone","Mohammad","M","32","Rodriguez","290.71628","paid","Sacramento--Roseville--Arden-Arcade, CA","812","What You Wanted","88"
"Eels","Emily","F","33","Benson","286.85016","paid","Augusta-Richmond County, GA-SC","852","Not Ready Yet","58"
"David Bowie","Mohammad","M","33","Rodriguez","189.98812","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Let's Spend The Night Together (1999 Digital Remaster)","88"
"Gov't Mule","Emily","F","34","Benson","258.14159","paid","Augusta-Richmond County, GA-SC","852","Mr. Man","58"
"Huntingtons","Mohammad","M","34","Rodriguez","65.85424","paid","Sacramento--Roseville--Arden-Arcade, CA","812","FFT (The Good_ The Bad_ And The Ugly Album Version)","88"
"Kathy Mattea","Mohammad","M","35","Rodriguez","225.59302","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Come Away With Me","88"
"Molotov","Mohammad","M","36","Rodriguez","210.07628","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Frijolero","88"
"Godsmack","Mohammad","M","37","Rodriguez","265.9522","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Moon Baby","88"
"Kings Of Leon","Mohammad","M","38","Rodriguez","237.26975","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Trunk","88"
"Metallica","Aiden","M","0","Hess","415.16363","free","La Crosse-Onalaska, WI-MN","869","Fade To Black","86"
"Raimundos","Aiden","M","1","Hess","131.05587","free","La Crosse-Onalaska, WI-MN","869","Oliver'S Army","86"
"Linkin Park","Aiden","M","2","Hess","494.99383","free","La Crosse-Onalaska, WI-MN","869","Bleed It Out [Live At Milton Keynes]","86"
"Damian Marley / Bunny Wailer","Aiden","M","3","Hess","329.06404","free","La Crosse-Onalaska, WI-MN","869","Confrontation","86"
"Mos Def","Kinsley","F","1","Young","188.86485","paid","Red Bluff, CA","793","Caldonia","85"
"Yann Tiersen","Anabelle","F","0","Simpson","120.39791","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","858","La Valse D'AmÃÂ©lie (Version Orchestre)","69"
"Fatboy Slim","Kinsley","F","2","Young","221.51791","paid","Red Bluff, CA","793","Everybody Needs A 303","85"
"Meg & Dia","Kinsley","F","3","Young","209.26649","paid","Red Bluff, CA","793","Masterpiece (Album Version)","85"
"Chicks On Speed","Kinsley","F","4","Young","263.13098","paid","Red Bluff, CA","793","Wordy Rappinghood","85"
"The Kills","Kinsley","F","5","Young","231.91465","paid","Red Bluff, CA","793","Goodnight Bad Morning","85"
"Jaci Velasquez","Kinsley","F","0","Young","200.95955","paid","Red Bluff, CA","891","Something (Album Version)","85"
"Coldplay","Kinsley","F","1","Young","268.38159","paid","Red Bluff, CA","891","Yellow","85"
"Clannad","Kinsley","F","2","Young","299.62404","paid","Red Bluff, CA","891","Love And Affection","85"
"Black Eyed Peas","Kinsley","F","3","Young","193.88036","paid","Red Bluff, CA","891","Gone Going","85"
"Evanescence","Kinsley","F","4","Young","273.37098","paid","Red Bluff, CA","891","My Immortal (bonus)","85"
"The Mossie","Kinsley","F","5","Young","147.19955","paid","Red Bluff, CA","891","Interlude #1 (Mama)","85"
"Michael W. Smith","Kinsley","F","6","Young","254.79791","paid","Red Bluff, CA","891","Draw Me Close","85"
"The Killers","Kinsley","F","7","Young","258.89914","paid","Red Bluff, CA","891","On Top","85"
"Michael BublÃÂ©","Kinsley","F","8","Young","184.94649","paid","Red Bluff, CA","891","Some Kind Of Wonderful (Non-Album Track)","85"
"Harmonia","Kinsley","F","9","Young","655.77751","paid","Red Bluff, CA","891","Sehr kosmisch","85"
"Bobby Goldsboro","Kinsley","F","10","Young","238.602","paid","Red Bluff, CA","891","Honey","85"
"Creedence Clearwater Revived","Kinsley","F","11","Young","297.87383","paid","Red Bluff, CA","891","Suzy Q","85"
"Ghostland Observatory","Kinsley","F","12","Young","301.13914","paid","Red Bluff, CA","891","Robotique Majestique (Album)","85"
"Feist","Aiden","M","0","Hess","184.94649","free","La Crosse-Onalaska, WI-MN","889","My Moon My Man","86"
"Uncle Kracker","Kinsley","F","13","Young","216.08444","paid","Red Bluff, CA","891","Follow Me (Explicit LP Version)","85"
"Per Gessle","Kinsley","F","14","Young","192.67873","paid","Red Bluff, CA","891","Listen To Your Heart (Cologne)","85"
"Big & Rich","Kinsley","F","15","Young","298.23955","paid","Red Bluff, CA","891","8th Of November (Album Version) (w/o Intro)","85"
"Dead Can Dance","Kinsley","F","16","Young","230.05995","paid","Red Bluff, CA","891","The Writing On My Fathers Hand","85"
"Alliance Ethnik","Kinsley","F","17","Young","195.94404","paid","Red Bluff, CA","891","SinceritÃÂ© Et Jalousie","85"
"DAVE MATTHEWS BAND","Kinsley","F","18","Young","109.50485","paid","Red Bluff, CA","891","#40","85"
"Victor Jara","Kinsley","F","20","Young","105.58649","paid","Red Bluff, CA","891","Ay Mi Palomita (1997 Digital Remaster)","85"
"Rose Royce","Kinsley","F","21","Young","275.9571","paid","Red Bluff, CA","891","Get Up Off Your Fat","85"
"Sex Pistols","Kinsley","F","22","Young","194.63791","paid","Red Bluff, CA","891","Who Was It (Demo Version Of 'EMI')","85"
"Devin Townsend","Kinsley","F","23","Young","436.40118","paid","Red Bluff, CA","891","The fluke","85"
"Szarka Gyula","Kinsley","F","24","Young","243.53914","paid","Red Bluff, CA","891","BorivÃÂ³knak valÃÂ³","85"
"The Clash","Kinsley","F","25","Young","186.06975","paid","Red Bluff, CA","891","I'm Not Down","85"
"DJ Shadow","Kinsley","F","26","Young","549.56363","paid","Red Bluff, CA","891","Blood On The Motorway","85"
"Beck","Kinsley","F","27","Young","139.59791","paid","Red Bluff, CA","891","Lemonade","85"
"Johnny Mathis","Kinsley","F","28","Young","140.93016","paid","Red Bluff, CA","891","Misty","85"
"Nicolai Dunger","Kinsley","F","29","Young","163.65669","paid","Red Bluff, CA","891","Our Filmscore","85"
"Miranda Cosgrove featuring Drake Bell","Kimber","F","1","Norris","161.04444","free","New York-Newark-Jersey City, NY-NJ-PA","488","Leave It All To Me (Theme from iCarly)","47"
"A Fine Frenzy","Anabelle","F","0","Simpson","267.91138","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","256","Almost Lover (Album Version)","69"
"Nirvana","Aleena","F","0","Kirby","214.77832","paid","Waterloo-Cedar Falls, IA","237","Serve The Servants","44"
"Television","Aleena","F","1","Kirby","238.49751","paid","Waterloo-Cedar Falls, IA","237","See No Evil  (Remastered LP Version)","44"
"JOHN COLTRANE","Aleena","F","2","Kirby","346.43546","paid","Waterloo-Cedar Falls, IA","237","Blues To Bechet (LP Version)","44"
"NOFX","Aleena","F","3","Kirby","80.79628","paid","Waterloo-Cedar Falls, IA","237","It's My Job To Keep Punk Rock Elite","44"
"The Backyardigans","Aleena","F","4","Kirby","158.85016","paid","Waterloo-Cedar Falls, IA","237","Into The Thick Of It!","44"
"Bruce Springsteen","Aleena","F","5","Kirby","202.84036","paid","Waterloo-Cedar Falls, IA","237","Radio Nowhere","44"
"Maroon 5","Aleena","F","6","Kirby","173.66159","paid","Waterloo-Cedar Falls, IA","237","Harder To Breathe","44"
"Two Door Cinema Club","Aleena","F","7","Kirby","189.67465","paid","Waterloo-Cedar Falls, IA","237","What You Know","44"
"Five Finger Death Punch","Aleena","F","8","Kirby","262.81751","paid","Waterloo-Cedar Falls, IA","237","Meet the Monster","44"
"Josh Turner","Aleena","F","9","Kirby","207.93424","paid","Waterloo-Cedar Falls, IA","237","What It Ain't","44"
"At The Drive-In","Aleena","F","10","Kirby","207.46404","paid","Waterloo-Cedar Falls, IA","237","Sleepwalk Capsules","44"
"Animal Collective","Aleena","F","11","Kirby","269.81832","paid","Waterloo-Cedar Falls, IA","237","Summertime Clothes","44"
"Ron Carter","Aleena","F","12","Kirby","497.13587","paid","Waterloo-Cedar Falls, IA","237","I CAN'T GET STARTED","44"
"Old 97's","Aleena","F","13","Kirby","231.28771","paid","Waterloo-Cedar Falls, IA","237","Victoria (LP Version)","44"
"Cyndi Lauper","Aleena","F","14","Kirby","226.32444","paid","Waterloo-Cedar Falls, IA","237","True Colors","44"
"Damien Rice","Aleena","F","15","Kirby","276.08771","paid","Waterloo-Cedar Falls, IA","237","Amie","44"
"Alicia Keys","Aleena","F","16","Kirby","229.0673","paid","Waterloo-Cedar Falls, IA","237","If I Ain't Got You","44"
"Lloyd Cole And The Commotions","Aleena","F","17","Kirby","235.31057","paid","Waterloo-Cedar Falls, IA","237","Charlotte Street","44"
"John Mayer","Aleena","F","18","Kirby","269.71383","paid","Waterloo-Cedar Falls, IA","237","Heartbreak Warfare","44"
"Joshua Radin","Aleena","F","19","Kirby","161.69751","paid","Waterloo-Cedar Falls, IA","237","We Are Okay","44"
"Kings Of Leon","Aleena","F","20","Kirby","201.79546","paid","Waterloo-Cedar Falls, IA","237","Revelry","44"
"Incubus","Aleena","F","21","Kirby","257.25342","paid","Waterloo-Cedar Falls, IA","237","Dig","44"
"Owl City","Aleena","F","22","Kirby","190.17098","paid","Waterloo-Cedar Falls, IA","237","Tidal Wave","44"
"Mediaeval Baebes","Aleena","F","23","Kirby","219.29751","paid","Waterloo-Cedar Falls, IA","237","MÃÂ¤rk Hure VÃÂ¥r Skugga","44"
"The Black Keys","Theodore","M","0","Smith","300.30322","free","Houston-The Woodlands-Sugar Land, TX","226","The Only One","52"
"Foo Fighters","Theodore","M","1","Smith","262.73914","free","Houston-The Woodlands-Sugar Land, TX","226","All My Life","52"
"Havok","Noah","M","0","Chavez","227.68281","free","Ogden-Clearfield, UT","150","Ivory Tower","94"
"John Mayer","Noah","M","1","Chavez","250.38322","free","Ogden-Clearfield, UT","150","Half Of My Heart","94"
"The Killers","Lily","F","0","Burns","185.33832","free","New York-Newark-Jersey City, NY-NJ-PA","239","I Can't Stay","32"
"Thrice","Anabelle","F","0","Simpson","134.60853","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","259","The Red Death","69"
"Alicia Keys","Anabelle","F","1","Simpson","229.0673","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","259","If I Ain't Got You","69"
"Euge Groove","Jahiem","M","0","Miles","265.482","free","San Antonio-New Braunfels, TX","245","Tenderly","43"
"Metallica / Marianne Faithfull","Katherine","F","0","Gay","279.11791","free","San Antonio-New Braunfels, TX","56","The Memory Remains","57"
"Nana Caymmi","Katherine","F","1","Gay","174.41914","free","San Antonio-New Braunfels, TX","56","Fim De Caso","57"
"Johnny Burnette","Katherine","F","2","Gay","134.84363","free","San Antonio-New Braunfels, TX","56","I've Got A Lot Of Things To Do","57"
"Arctic Monkeys","Katherine","F","3","Gay","177.94567","free","San Antonio-New Braunfels, TX","56","Fake Tales Of San Francisco","57"
"DeGarmo & Key","Chloe","F","1","Cuevas","236.48608","free","San Francisco-Oakland-Hayward, CA","224","I'm Accepted (The Pledge Album Version)","49"
"Extrawelt","Ryan","M","1","Smith","338.23302","free","San Jose-Sunnyvale-Santa Clara, CA","232","Stammgast","26"
"Powderfinger","Harper","M","0","Barrett","276.68853","paid","New York-Newark-Jersey City, NY-NJ-PA","129","My Happiness","42"
"Radiohead","Harper","M","1","Barrett","247.06567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Black Star","42"
"Kid Cudi Vs Crookers","Brantley","M","0","West","162.97751","free","Portland-Vancouver-Hillsboro, OR-WA","242","Day 'N' Nite","28"
"Three Days Grace","Harper","M","2","Barrett","186.90567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Just Like You","42"
"Monty Python","Harper","M","3","Barrett","15.85587","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Comfy Chair (The Final Rip Off Remix)","42"
"Rise Against","Harper","M","4","Barrett","241.55383","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Long Forgotten Sons","42"
"Jimmy Eat World","Harper","M","5","Barrett","166.00771","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Middle","42"
"Rise Against","Harper","M","6","Barrett","165.14567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Under The Knife","42"
